SNO,Date,Time,ADC_S1,Humidity_pct_S1,Temp_C_S1,Voltage_V_S1,ADC_S2,Humidity_pct_S2,Temp_C_S2,Voltage_V_S2,Running_Time
8065,12-11-2025,16:04:14:287686,82,63.78,23.02,2.72,77.0,61.57,23.25,2.69,02:15:10
8066,12-11-2025,16:04:15:287693,82,63.84,23.03,2.72,77.0,61.63,23.26,2.69,02:15:11
8067,12-11-2025,16:04:16:289708,82,63.88,23.03,2.71,77.0,61.67,23.26,2.68,02:15:12
8068,12-11-2025,16:04:17:297696,82,63.93,23.03,2.72,78.0,61.72,23.26,2.69,02:15:13
8069,12-11-2025,16:04:18:306685,82,63.98,23.04,2.73,77.0,61.77,23.27,2.7,02:15:14
8070,12-11-2025,16:04:19:314692,82,63.96,23.04,2.72,77.0,61.75,23.27,2.69,02:15:15
8071,12-11-2025,16:04:20:319672,82,63.98,23.04,2.72,77.0,61.77,23.27,2.69,02:15:16
8072,12-11-2025,16:04:21:329687,83,63.97,23.05,2.71,79.0,61.76,23.28,2.68,02:15:17
8073,12-11-2025,16:04:22:339691,82,63.93,23.06,2.72,77.0,61.72,23.29,2.69,02:15:18
8074,12-11-2025,16:04:23:343687,82,63.91,23.06,2.72,78.0,61.7,23.29,2.69,02:15:19
8075,12-11-2025,16:04:24:343692,82,63.93,23.07,2.72,78.0,61.72,23.3,2.69,02:15:20
8076,12-11-2025,16:04:25:353687,82,63.95,23.07,2.72,78.0,61.74,23.3,2.69,02:15:21
8077,12-11-2025,16:04:26:354692,82,63.94,23.08,2.73,78.0,61.73,23.31,2.7,02:15:22
8078,12-11-2025,16:04:27:364688,82,63.89,23.08,2.71,78.0,61.68,23.31,2.68,02:15:23
8079,12-11-2025,16:04:28:374692,82,63.81,23.08,2.71,78.0,61.6,23.31,2.68,02:15:24
8080,12-11-2025,16:04:29:374688,83,63.7,23.09,2.72,79.0,61.49,23.32,2.69,02:15:25
8081,12-11-2025,16:04:30:384711,82,63.65,23.09,2.71,79.0,61.44,23.32,2.68,02:15:26
8082,12-11-2025,16:04:31:394688,83,63.61,23.09,2.73,80.0,61.4,23.32,2.7,02:15:27
8083,12-11-2025,16:04:32:402691,83,63.59,23.1,2.71,80.0,61.38,23.33,2.68,02:15:28
8084,12-11-2025,16:04:33:412686,83,63.58,23.1,2.7,80.0,61.37,23.33,2.67,02:15:29
8085,12-11-2025,16:04:34:422690,82,63.58,23.11,2.73,79.0,61.37,23.34,2.7,02:15:30
8086,12-11-2025,16:04:35:423686,82,63.55,23.12,2.72,79.0,61.34,23.35,2.69,02:15:31
8087,12-11-2025,16:04:36:433689,82,63.55,23.12,2.72,79.0,61.42,23.35,2.69,02:15:32
8088,12-11-2025,16:04:37:443686,83,63.53,23.12,2.72,80.0,61.44,23.35,2.69,02:15:33
8089,12-11-2025,16:04:38:453690,82,63.49,23.13,2.73,79.0,61.47,23.36,2.7,02:15:34
8090,12-11-2025,16:04:39:463686,83,63.46,23.13,2.72,80.0,61.54,23.36,2.69,02:15:35
8091,12-11-2025,16:04:40:473691,83,63.44,23.14,2.73,80.0,61.53,23.37,2.7,02:15:36
8092,12-11-2025,16:04:41:483686,82,63.46,23.14,2.72,79.0,61.47,23.37,2.69,02:15:37
8093,12-11-2025,16:04:42:493690,83,63.46,23.15,2.72,79.0,61.46,23.38,2.69,02:15:38
8094,12-11-2025,16:04:43:503687,82,63.47,23.15,2.73,79.0,61.49,23.38,2.7,02:15:39
8095,12-11-2025,16:04:44:511701,83,63.43,23.16,2.72,79.0,61.45,23.39,2.69,02:15:40
8096,12-11-2025,16:04:45:512686,83,63.39,23.16,2.72,79.0,61.35,23.39,2.69,02:15:41
8097,12-11-2025,16:04:46:512691,82,63.31,23.17,2.72,78.0,61.19,23.4,2.69,02:15:42
8098,12-11-2025,16:04:47:522686,83,63.23,23.18,2.72,79.0,61.07,23.41,2.69,02:15:43
8099,12-11-2025,16:04:48:532691,83,63.16,23.18,2.73,79.0,61.04,23.41,2.7,02:15:44
8100,12-11-2025,16:04:49:542686,83,63.07,23.18,2.73,79.0,61.03,23.41,2.7,02:15:45
8101,12-11-2025,16:04:50:552691,83,63.0,23.19,2.71,79.0,61.0,23.42,2.68,02:15:46
8102,12-11-2025,16:04:51:562687,83,62.95,23.19,2.72,79.0,61.01,23.42,2.69,02:15:47
8103,12-11-2025,16:04:52:572691,83,62.91,23.2,2.72,79.0,60.96,23.43,2.69,02:15:48
8104,12-11-2025,16:04:53:582687,83,62.89,23.2,2.72,79.0,60.86,23.43,2.69,02:15:49
8105,12-11-2025,16:04:54:592690,83,62.89,23.2,2.72,79.0,60.83,23.43,2.69,02:15:50
8106,12-11-2025,16:04:55:593686,82,62.87,23.21,2.72,79.0,60.8,23.44,2.69,02:15:51
8107,12-11-2025,16:04:56:603691,82,62.88,23.21,2.73,78.0,60.78,23.44,2.7,02:15:52
8108,12-11-2025,16:04:57:613686,83,62.89,23.22,2.73,79.0,60.8,23.45,2.7,02:15:53
8109,12-11-2025,16:04:58:623691,82,62.94,23.22,2.72,78.0,60.87,23.45,2.69,02:15:54
8110,12-11-2025,16:04:59:633686,82,62.98,23.22,2.72,79.0,60.95,23.45,2.69,02:15:55
8111,12-11-2025,16:05:00:643690,82,63.04,23.23,2.72,78.0,61.0,23.46,2.69,02:15:56
8112,12-11-2025,16:05:01:653687,83,63.1,23.23,2.72,80.0,60.96,23.46,2.69,02:15:57
8113,12-11-2025,16:05:02:663690,83,63.11,23.23,2.72,79.0,60.95,23.46,2.69,02:15:58
8114,12-11-2025,16:05:03:673686,83,63.11,23.24,2.72,79.0,60.95,23.47,2.69,02:15:59
8115,12-11-2025,16:05:04:683691,83,63.04,23.24,2.72,79.0,60.94,23.47,2.69,02:16:00
8116,12-11-2025,16:05:05:693686,82,63.0,23.25,2.72,78.0,60.87,23.48,2.69,02:16:01
8117,12-11-2025,16:05:06:701690,83,62.97,23.25,2.72,79.0,60.87,23.48,2.69,02:16:02
8118,12-11-2025,16:05:07:711687,83,62.95,23.26,2.72,79.0,60.86,23.49,2.69,02:16:03
8119,12-11-2025,16:05:08:721690,83,62.94,23.26,2.72,79.0,60.86,23.49,2.69,02:16:04
8120,12-11-2025,16:05:09:731687,83,62.91,23.27,2.73,79.0,60.87,23.5,2.7,02:16:05
8121,12-11-2025,16:05:10:741690,83,62.92,23.27,2.72,79.0,60.85,23.5,2.69,02:16:06
8122,12-11-2025,16:05:11:751696,83,62.94,23.27,2.72,79.0,60.84,23.5,2.69,02:16:07
8123,12-11-2025,16:05:12:761691,83,62.96,23.28,2.73,79.0,60.86,23.51,2.7,02:16:08
8124,12-11-2025,16:05:13:771686,83,62.97,23.28,2.72,79.0,60.84,23.51,2.69,02:16:09
8125,12-11-2025,16:05:14:772690,82,62.97,23.29,2.71,78.0,60.86,23.52,2.68,02:16:10
8126,12-11-2025,16:05:15:782687,83,62.96,23.29,2.72,79.0,60.82,23.52,2.69,02:16:11
8127,12-11-2025,16:05:16:792689,83,62.96,23.3,2.72,79.0,60.83,23.53,2.69,02:16:12
8128,12-11-2025,16:05:17:800686,83,62.93,23.3,2.72,79.0,60.79,23.53,2.69,02:16:13
8129,12-11-2025,16:05:18:808690,83,62.89,23.31,2.72,79.0,60.76,23.54,2.69,02:16:14
8130,12-11-2025,16:05:19:818686,82,62.86,23.31,2.72,78.0,60.71,23.54,2.69,02:16:15
8131,12-11-2025,16:05:20:828691,83,62.85,23.32,2.72,79.0,60.69,23.55,2.69,02:16:16
8132,12-11-2025,16:05:21:829687,83,62.81,23.32,2.72,79.0,60.65,23.55,2.69,02:16:17
8133,12-11-2025,16:05:22:838690,84,62.75,23.33,2.71,80.0,60.6,23.56,2.68,02:16:18
8134,12-11-2025,16:05:23:848686,83,62.68,23.33,2.72,79.0,60.53,23.56,2.69,02:16:20
8135,12-11-2025,16:05:24:859733,83,62.65,23.34,2.72,79.0,60.59,23.57,2.69,02:16:21
8136,12-11-2025,16:05:25:858686,83,62.64,23.34,2.72,79.0,60.53,23.57,2.69,02:16:22
8137,12-11-2025,16:05:26:868691,83,62.62,23.34,2.73,79.0,60.5,23.57,2.7,02:16:23
8138,12-11-2025,16:05:27:878687,83,62.64,23.35,2.72,79.0,60.44,23.58,2.69,02:16:24
8139,12-11-2025,16:05:28:888690,83,62.62,23.35,2.73,79.0,60.44,23.58,2.7,02:16:25
8140,12-11-2025,16:05:29:898686,83,62.59,23.36,2.72,79.0,60.38,23.59,2.69,02:16:26
8141,12-11-2025,16:05:30:901690,83,62.5,23.36,2.72,79.0,60.29,23.59,2.69,02:16:27
8142,12-11-2025,16:05:31:901686,84,62.43,23.37,2.73,80.0,60.22,23.6,2.7,02:16:28
8143,12-11-2025,16:05:32:909675,83,62.39,23.37,2.73,79.0,60.18,23.6,2.7,02:16:29
8144,12-11-2025,16:05:33:911672,83,62.42,23.38,2.71,79.0,60.21,23.61,2.68,02:16:30
8145,12-11-2025,16:05:34:911669,83,62.45,23.38,2.72,79.0,60.24,23.61,2.69,02:16:31
8146,12-11-2025,16:05:35:911672,82,62.5,23.39,2.72,78.0,60.29,23.62,2.69,02:16:32
8147,12-11-2025,16:05:36:911669,82,62.54,23.39,2.72,78.0,60.33,23.62,2.69,02:16:33
8148,12-11-2025,16:05:37:919679,82,62.62,23.4,2.72,78.0,60.41,23.63,2.69,02:16:34
8149,12-11-2025,16:05:38:924669,82,62.63,23.4,2.73,78.0,60.42,23.63,2.7,02:16:35
8150,12-11-2025,16:05:39:929685,83,62.66,23.41,2.71,79.0,60.48,23.64,2.68,02:16:36
8151,12-11-2025,16:05:40:936688,83,62.69,23.41,2.73,79.0,60.5,23.64,2.7,02:16:37
8152,12-11-2025,16:05:41:946688,82,62.72,23.41,2.73,78.0,60.51,23.64,2.7,02:16:38
8153,12-11-2025,16:05:42:956691,82,62.74,23.41,2.72,78.0,60.53,23.64,2.69,02:16:39
8154,12-11-2025,16:05:43:963675,82,62.77,23.41,2.72,79.0,60.56,23.64,2.69,02:16:40
8155,12-11-2025,16:05:44:968673,83,62.81,23.42,2.72,79.0,60.6,23.65,2.69,02:16:41
8156,12-11-2025,16:05:45:976687,82,62.82,23.42,2.72,79.0,60.61,23.65,2.69,02:16:42
8157,12-11-2025,16:05:46:986693,82,62.82,23.42,2.73,79.0,60.61,23.65,2.7,02:16:43
8158,12-11-2025,16:05:47:996687,82,62.78,23.43,2.72,79.0,60.57,23.66,2.69,02:16:44
8159,12-11-2025,16:05:49:006693,83,62.76,23.43,2.72,80.0,60.55,23.66,2.69,02:16:45
8160,12-11-2025,16:05:50:016686,83,62.73,23.43,2.72,79.0,60.52,23.66,2.69,02:16:46
8161,12-11-2025,16:05:51:026692,82,62.71,23.44,2.73,79.0,60.5,23.67,2.7,02:16:47
8162,12-11-2025,16:05:52:036687,83,62.68,23.44,2.72,80.0,60.47,23.67,2.69,02:16:48
8163,12-11-2025,16:05:53:046692,83,62.65,23.44,2.72,80.0,60.44,23.67,2.69,02:16:49
8164,12-11-2025,16:05:54:047686,83,62.62,23.45,2.72,79.0,60.41,23.68,2.69,02:16:50
8165,12-11-2025,16:05:55:057692,82,62.61,23.45,2.72,79.0,60.4,23.68,2.69,02:16:51
8166,12-11-2025,16:05:56:067687,82,62.59,23.46,2.72,78.0,60.38,23.69,2.69,02:16:52
8167,12-11-2025,16:05:57:077692,83,62.57,23.46,2.72,79.0,60.36,23.69,2.69,02:16:53
8168,12-11-2025,16:05:58:083687,83,62.51,23.47,2.73,79.0,60.3,23.7,2.7,02:16:54
8169,12-11-2025,16:05:59:092692,83,62.47,23.47,2.72,79.0,60.26,23.7,2.69,02:16:55
8170,12-11-2025,16:06:00:102686,84,62.39,23.47,2.72,80.0,60.18,23.7,2.69,02:16:56
8171,12-11-2025,16:06:01:112704,83,62.37,23.48,2.72,79.0,60.16,23.71,2.69,02:16:57
8172,12-11-2025,16:06:02:122687,83,62.37,23.48,2.73,79.0,60.16,23.71,2.7,02:16:58
8173,12-11-2025,16:06:03:123692,83,62.37,23.49,2.72,80.0,60.16,23.72,2.69,02:16:59
8174,12-11-2025,16:06:04:133686,83,62.37,23.49,2.73,80.0,60.16,23.72,2.7,02:17:00
8175,12-11-2025,16:06:05:143693,83,62.34,23.5,2.73,80.0,60.13,23.73,2.7,02:17:01
8176,12-11-2025,16:06:06:153686,83,62.3,23.5,2.73,80.0,60.09,23.73,2.7,02:17:02
8177,12-11-2025,16:06:07:163693,83,62.24,23.5,2.72,80.0,60.03,23.73,2.69,02:17:03
8178,12-11-2025,16:06:08:173686,83,62.22,23.51,2.72,80.0,60.01,23.74,2.69,02:17:04
8179,12-11-2025,16:06:09:183693,83,62.21,23.51,2.73,80.0,60.0,23.74,2.7,02:17:05
8180,12-11-2025,16:06:10:193687,83,62.2,23.52,2.72,80.0,59.99,23.75,2.69,02:17:06
8181,12-11-2025,16:06:11:200724,83,62.21,23.52,2.71,80.0,60.0,23.75,2.68,02:17:07
8182,12-11-2025,16:06:12:210686,83,62.23,23.53,2.73,80.0,60.02,23.76,2.7,02:17:08
8183,12-11-2025,16:06:13:211693,83,62.23,23.53,2.72,80.0,60.02,23.76,2.69,02:17:09
8184,12-11-2025,16:06:14:218726,83,62.22,23.53,2.72,80.0,60.01,23.76,2.69,02:17:10
8185,12-11-2025,16:06:15:228692,83,62.2,23.54,2.72,80.0,59.99,23.77,2.69,02:17:11
8186,12-11-2025,16:06:16:238685,83,62.14,23.54,2.72,80.0,59.93,23.77,2.69,02:17:12
8187,12-11-2025,16:06:17:248692,83,62.1,23.55,2.72,80.0,59.89,23.78,2.69,02:17:13
8188,12-11-2025,16:06:18:258685,83,62.1,23.55,2.72,80.0,59.89,23.78,2.69,02:17:14
8189,12-11-2025,16:06:19:268692,83,62.1,23.55,2.72,80.0,59.89,23.78,2.69,02:17:15
8190,12-11-2025,16:06:20:276685,82,62.12,23.55,2.71,79.0,59.91,23.78,2.68,02:17:16
8191,12-11-2025,16:06:21:286691,83,62.16,23.55,2.71,80.0,59.95,23.78,2.68,02:17:17
8192,12-11-2025,16:06:22:296685,83,62.19,23.55,2.72,80.0,59.98,23.78,2.69,02:17:18
8193,12-11-2025,16:06:23:306692,82,62.24,23.56,2.72,79.0,60.03,23.79,2.69,02:17:19
8194,12-11-2025,16:06:24:314685,83,62.25,23.57,2.7,80.0,60.04,23.8,2.67,02:17:20
8195,12-11-2025,16:06:25:320692,83,62.24,23.57,2.72,80.0,60.03,23.8,2.69,02:17:21
8196,12-11-2025,16:06:26:327685,83,62.25,23.58,2.72,80.0,60.04,23.81,2.69,02:17:22
8197,12-11-2025,16:06:27:337691,83,62.22,23.58,2.72,80.0,60.01,23.81,2.69,02:17:23
8198,12-11-2025,16:06:28:348692,83,62.18,23.58,2.72,80.0,59.97,23.81,2.69,02:17:24
8199,12-11-2025,16:06:29:349692,83,62.16,23.59,2.72,80.0,59.95,23.82,2.69,02:17:25
8200,12-11-2025,16:06:30:359686,83,62.15,23.59,2.72,81.0,59.94,23.82,2.69,02:17:26
8201,12-11-2025,16:06:31:369691,83,62.16,23.59,2.72,80.0,59.95,23.82,2.69,02:17:27
8202,12-11-2025,16:06:32:370686,83,62.18,23.6,2.72,80.0,59.97,23.83,2.69,02:17:28
8203,12-11-2025,16:06:33:378691,83,62.16,23.6,2.72,81.0,59.95,23.83,2.7,02:17:29
8204,12-11-2025,16:06:34:386686,83,62.15,23.61,2.72,81.0,59.94,23.84,2.69,02:17:30
8205,12-11-2025,16:06:35:396692,83,62.12,23.61,2.71,81.0,59.91,23.84,2.68,02:17:31
8206,12-11-2025,16:06:36:406686,83,62.11,23.61,2.72,81.0,59.9,23.84,2.69,02:17:32
8207,12-11-2025,16:06:37:406692,83,62.1,23.62,2.73,81.0,59.89,23.85,2.7,02:17:33
8208,12-11-2025,16:06:38:416685,83,62.09,23.62,2.73,81.0,59.88,23.85,2.7,02:17:34
8209,12-11-2025,16:06:39:426692,83,62.09,23.62,2.72,81.0,59.88,23.85,2.69,02:17:35
8210,12-11-2025,16:06:40:436686,83,62.08,23.63,2.72,81.0,59.87,23.86,2.69,02:17:36
8211,12-11-2025,16:06:41:444692,83,62.04,23.63,2.72,81.0,59.83,23.86,2.69,02:17:37
8212,12-11-2025,16:06:42:445686,83,62.0,23.64,2.72,81.0,59.79,23.87,2.69,02:17:38
8213,12-11-2025,16:06:43:445691,83,61.98,23.64,2.72,81.0,59.77,23.87,2.69,02:17:39
8214,12-11-2025,16:06:44:455686,83,62.0,23.64,2.72,81.0,59.79,23.87,2.69,02:17:40
8215,12-11-2025,16:06:45:462692,84,62.01,23.65,2.72,82.0,59.8,23.88,2.69,02:17:41
8216,12-11-2025,16:06:46:465685,83,62.0,23.65,2.72,81.0,59.79,23.88,2.69,02:17:42
8217,12-11-2025,16:06:47:465692,84,61.97,23.66,2.73,82.0,59.76,23.89,2.7,02:17:43
8218,12-11-2025,16:06:48:475685,84,61.94,23.66,2.72,82.0,59.73,23.89,2.69,02:17:44
8219,12-11-2025,16:06:49:485692,84,61.86,23.66,2.72,82.0,59.65,23.89,2.69,02:17:45
8220,12-11-2025,16:06:50:495686,84,61.8,23.67,2.73,82.0,59.59,23.9,2.7,02:17:46
8221,12-11-2025,16:06:51:495774,84,61.73,23.67,2.73,82.0,59.52,23.9,2.7,02:17:47
8222,12-11-2025,16:06:52:504685,83,61.71,23.67,2.72,81.0,59.5,23.9,2.69,02:17:48
8223,12-11-2025,16:06:53:514691,84,61.67,23.68,2.73,82.0,59.46,23.91,2.7,02:17:49
8224,12-11-2025,16:06:54:524686,84,61.64,23.68,2.73,82.0,59.43,23.91,2.7,02:17:50
8225,12-11-2025,16:06:55:532691,84,61.62,23.68,2.72,81.0,59.41,23.91,2.69,02:17:51
8226,12-11-2025,16:06:56:542686,84,61.62,23.69,2.73,81.0,59.41,23.92,2.7,02:17:52
8227,12-11-2025,16:06:57:552691,84,61.6,23.69,2.72,81.0,59.39,23.92,2.69,02:17:53
8228,12-11-2025,16:06:58:562689,84,61.61,23.69,2.72,81.0,59.4,23.92,2.69,02:17:54
8229,12-11-2025,16:06:59:572692,84,61.6,23.7,2.71,81.0,59.39,23.93,2.68,02:17:55
8230,12-11-2025,16:07:00:572687,84,61.58,23.7,2.73,81.0,59.37,23.93,2.7,02:17:56
8231,12-11-2025,16:07:01:574693,84,61.57,23.7,2.72,81.0,59.36,23.93,2.69,02:17:57
8232,12-11-2025,16:07:02:584686,84,61.58,23.71,2.71,81.0,59.37,23.94,2.68,02:17:58
8233,12-11-2025,16:07:03:594692,83,61.58,23.71,2.71,81.0,59.37,23.94,2.68,02:17:59
8234,12-11-2025,16:07:04:604768,83,61.61,23.71,2.71,81.0,59.4,23.94,2.68,02:18:00
8235,12-11-2025,16:07:05:604693,83,61.66,23.71,2.73,81.0,59.45,23.94,2.7,02:18:01
8236,12-11-2025,16:07:06:614686,83,61.66,23.71,2.72,81.0,59.45,23.94,2.69,02:18:02
8237,12-11-2025,16:07:07:624711,83,61.7,23.72,2.71,81.0,59.49,23.95,2.68,02:18:03
8238,12-11-2025,16:07:08:634686,83,61.75,23.72,2.72,81.0,59.54,23.95,2.69,02:18:04
8239,12-11-2025,16:07:09:634693,83,61.77,23.72,2.73,81.0,59.56,23.95,2.7,02:18:05
8240,12-11-2025,16:07:10:644686,83,61.79,23.72,2.72,81.0,59.58,23.95,2.69,02:18:06
8241,12-11-2025,16:07:11:645693,83,61.8,23.73,2.73,81.0,59.59,23.96,2.7,02:18:07
8242,12-11-2025,16:07:12:655686,82,61.79,23.73,2.72,80.0,59.58,23.96,2.69,02:18:08
8243,12-11-2025,16:07:13:665692,83,61.77,23.73,2.73,80.0,59.56,23.96,2.7,02:18:09
8244,12-11-2025,16:07:14:675686,83,61.75,23.73,2.73,80.0,59.54,23.96,2.7,02:18:10
8245,12-11-2025,16:07:15:685692,84,61.69,23.74,2.72,81.0,59.48,23.97,2.69,02:18:11
8246,12-11-2025,16:07:16:695686,84,61.68,23.74,2.72,81.0,59.47,23.97,2.69,02:18:12
8247,12-11-2025,16:07:17:705871,83,61.66,23.74,2.72,80.0,59.45,23.97,2.69,02:18:13
8248,12-11-2025,16:07:18:715686,83,61.66,23.74,2.72,80.0,59.45,23.97,2.69,02:18:14
8249,12-11-2025,16:07:19:725692,83,61.65,23.75,2.73,80.0,59.44,23.98,2.7,02:18:15
8250,12-11-2025,16:07:20:726687,83,61.64,23.75,2.72,80.0,59.43,23.98,2.69,02:18:16
8251,12-11-2025,16:07:21:736692,84,61.64,23.75,2.72,81.0,59.43,23.98,2.69,02:18:17
8252,12-11-2025,16:07:22:737687,84,61.63,23.76,2.73,81.0,59.42,23.99,2.7,02:18:18
8253,12-11-2025,16:07:23:747692,84,61.64,23.76,2.71,81.0,59.43,23.99,2.68,02:18:19
8254,12-11-2025,16:07:24:757686,83,61.59,23.76,2.72,80.0,59.38,23.99,2.69,02:18:20
8255,12-11-2025,16:07:25:757693,84,61.59,23.77,2.73,81.0,59.38,24.0,2.7,02:18:21
8256,12-11-2025,16:07:26:767686,84,61.57,23.77,2.72,81.0,59.36,24.0,2.69,02:18:22
8257,12-11-2025,16:07:27:777692,84,61.54,23.77,2.72,81.0,59.33,24.0,2.69,02:18:23
8258,12-11-2025,16:07:28:787686,84,61.52,23.77,2.72,81.0,59.31,24.0,2.69,02:18:24
8259,12-11-2025,16:07:29:787693,84,61.47,23.78,2.72,81.0,59.26,24.01,2.69,02:18:25
8260,12-11-2025,16:07:30:792687,84,61.43,23.78,2.73,81.0,59.22,24.01,2.7,02:18:26
8261,12-11-2025,16:07:31:801692,84,61.39,23.79,2.73,81.0,59.18,24.02,2.7,02:18:27
8262,12-11-2025,16:07:32:811686,84,61.37,23.79,2.72,81.0,59.16,24.02,2.69,02:18:28
8263,12-11-2025,16:07:33:821692,84,61.36,23.79,2.72,82.0,59.15,24.02,2.69,02:18:29
8264,12-11-2025,16:07:34:823675,84,61.33,23.8,2.72,82.0,59.12,24.03,2.69,02:18:30
8265,12-11-2025,16:07:35:823675,84,61.28,23.8,2.72,82.0,59.07,24.03,2.69,02:18:31
8266,12-11-2025,16:07:36:823675,84,61.27,23.8,2.71,81.0,59.06,24.03,2.68,02:18:32
8267,12-11-2025,16:07:37:823675,84,61.24,23.81,2.72,82.0,59.03,24.04,2.69,02:18:33
8268,12-11-2025,16:07:38:823675,84,61.21,23.81,2.72,82.0,59.0,24.04,2.69,02:18:34
8269,12-11-2025,16:07:39:830755,84,61.22,23.81,2.72,81.0,59.01,24.04,2.69,02:18:35
8270,12-11-2025,16:07:40:831724,84,61.22,23.82,2.73,82.0,59.01,24.05,2.7,02:18:36
8271,12-11-2025,16:07:41:841686,84,61.24,23.82,2.7,82.0,59.03,24.05,2.67,02:18:38
8272,12-11-2025,16:07:42:851692,84,61.25,23.82,2.72,82.0,59.04,24.05,2.69,02:18:39
8273,12-11-2025,16:07:43:861686,84,61.25,23.82,2.72,82.0,59.04,24.05,2.69,02:18:40
8274,12-11-2025,16:07:44:871692,84,61.24,23.83,2.72,82.0,59.03,24.06,2.69,02:18:41
8275,12-11-2025,16:07:45:881686,84,61.23,23.83,2.72,82.0,59.02,24.06,2.69,02:18:42
8276,12-11-2025,16:07:46:891692,84,61.23,23.83,2.72,82.0,59.02,24.06,2.7,02:18:43
8277,12-11-2025,16:07:47:901686,84,61.25,23.83,2.72,82.0,59.04,24.06,2.7,02:18:44
8278,12-11-2025,16:07:48:911692,83,61.26,23.83,2.72,81.0,59.05,24.06,2.7,02:18:45
8279,12-11-2025,16:07:49:912687,84,61.29,23.83,2.73,82.0,59.08,24.06,2.71,02:18:46
8280,12-11-2025,16:07:50:916692,83,61.29,23.83,2.72,81.0,59.08,24.06,2.7,02:18:47
8281,12-11-2025,16:07:51:926692,84,61.27,23.84,2.72,82.0,59.06,24.07,2.7,02:18:48
8282,12-11-2025,16:07:52:931683,84,61.25,23.84,2.72,82.0,59.04,24.07,2.7,02:18:49
8283,12-11-2025,16:07:53:931675,84,61.23,23.84,2.72,82.0,59.02,24.07,2.7,02:18:50
8284,12-11-2025,16:07:54:931673,84,61.21,23.85,2.72,82.0,59.0,24.08,2.7,02:18:51
8285,12-11-2025,16:07:55:931675,84,61.2,23.85,2.73,82.0,58.99,24.08,2.71,02:18:52
8286,12-11-2025,16:07:56:931673,84,61.2,23.86,2.72,82.0,58.99,24.09,2.7,02:18:53
8287,12-11-2025,16:07:57:931675,84,61.18,23.86,2.7,82.0,58.97,24.09,2.68,02:18:54
8288,12-11-2025,16:07:58:931701,84,61.18,23.86,2.72,82.0,58.97,24.09,2.7,02:18:55
8289,12-11-2025,16:07:59:937688,84,61.16,23.86,2.71,82.0,58.95,24.09,2.69,02:18:56
8290,12-11-2025,16:08:00:947688,84,61.16,23.87,2.72,82.0,58.95,24.1,2.7,02:18:57
8291,12-11-2025,16:08:01:955690,84,61.19,23.87,2.71,82.0,58.98,24.1,2.69,02:18:58
8292,12-11-2025,16:08:02:965690,84,61.18,23.87,2.71,82.0,58.97,24.1,2.69,02:18:59
8293,12-11-2025,16:08:03:975691,84,61.16,23.87,2.71,82.0,58.95,24.1,2.69,02:19:00
8294,12-11-2025,16:08:04:980668,84,61.13,23.87,2.71,82.0,58.92,24.1,2.69,02:19:01
8295,12-11-2025,16:08:05:990690,84,61.13,23.87,2.73,82.0,58.92,24.1,2.71,02:19:02
8296,12-11-2025,16:08:07:000688,84,61.13,23.87,2.72,82.0,58.92,24.1,2.7,02:19:03
8297,12-11-2025,16:08:08:004689,83,61.11,23.88,2.72,81.0,58.9,24.11,2.7,02:19:04
8298,12-11-2025,16:08:09:014688,84,61.11,23.88,2.72,82.0,58.9,24.11,2.7,02:19:05
8299,12-11-2025,16:08:10:015691,84,61.11,23.88,2.72,82.0,58.9,24.11,2.7,02:19:06
8300,12-11-2025,16:08:11:025688,83,61.12,23.89,2.73,81.0,58.91,24.12,2.71,02:19:07
8301,12-11-2025,16:08:12:035691,83,61.13,23.89,2.72,81.0,58.92,24.12,2.7,02:19:08
8302,12-11-2025,16:08:13:043690,83,61.15,23.89,2.71,81.0,58.94,24.12,2.69,02:19:09
8303,12-11-2025,16:08:14:053690,83,61.14,23.89,2.71,81.0,58.93,24.12,2.69,02:19:10
8304,12-11-2025,16:08:15:063689,84,61.16,23.9,2.71,82.0,58.95,24.13,2.69,02:19:11
8305,12-11-2025,16:08:16:073714,84,61.13,23.9,2.72,82.0,58.92,24.13,2.7,02:19:12
8306,12-11-2025,16:08:17:083689,84,61.1,23.9,2.73,82.0,58.89,24.13,2.71,02:19:13
8307,12-11-2025,16:08:18:093690,84,61.05,23.91,2.72,82.0,58.84,24.14,2.7,02:19:14
8308,12-11-2025,16:08:19:094696,84,61.04,23.91,2.72,82.0,58.83,24.14,2.7,02:19:15
8309,12-11-2025,16:08:20:104691,85,61.01,23.91,2.72,83.0,58.8,24.14,2.7,02:19:16
8310,12-11-2025,16:08:21:114689,84,60.98,23.91,2.72,82.0,58.77,24.14,2.7,02:19:17
8311,12-11-2025,16:08:22:114690,85,60.96,23.92,2.72,83.0,58.75,24.15,2.7,02:19:18
8312,12-11-2025,16:08:23:124689,85,60.89,23.92,2.72,83.0,58.68,24.15,2.7,02:19:19
8313,12-11-2025,16:08:24:134690,85,60.84,23.93,2.72,83.0,58.63,24.16,2.7,02:19:20
8314,12-11-2025,16:08:25:144689,85,60.81,23.93,2.73,83.0,58.6,24.16,2.71,02:19:21
8315,12-11-2025,16:08:26:153690,85,60.77,23.93,2.72,83.0,58.56,24.16,2.7,02:19:22
8316,12-11-2025,16:08:27:163688,84,60.77,23.93,2.71,82.0,58.56,24.16,2.69,02:19:23
